Query	Tweet	Username	Date	Hashtags	Likes	Retweets	Url
	dabyul: social distancing who	buzukiff	Sun Dec 06 12:03:12 +0000 2020	[]	0	0	https://twitter.com/buzukiff/status/1335555385697112065
	social distancing	smaaaaa_	Sun Dec 06 15:33:56 +0000 2020	[]	0	0	https://twitter.com/smaaaaa_/status/1335608420137918467
	Social distancing.	BryanTesoro3	Sun Dec 06 15:32:35 +0000 2020	[]	0	0	https://twitter.com/BryanTesoro3/status/1335608080780775425
	Social distancing! https://t.co/YJEjWSTymG	rainkmyul	Sun Dec 06 15:32:35 +0000 2020	[]	0	0	https://twitter.com/rainkmyul/status/1335608079056949250
	social distancing 🙂👍🏻 https://t.co/3khrkQWYfI	summerboy88	Sun Dec 06 15:29:48 +0000 2020	[]	0	0	https://twitter.com/summerboy88/status/1335607380558532609
	Social Distancing	GiaMeyers1	Sun Dec 06 15:29:29 +0000 2020	[]	0	0	https://twitter.com/GiaMeyers1/status/1335607300959002624
	Social distancing 🙂 https://t.co/In7m6PEQGZ	hoshyy_	Sun Dec 06 15:24:18 +0000 2020	[]	0	0	https://twitter.com/hoshyy_/status/1335605997746831361
	SOCIAL DISTANCING	FudgeeMallows	Sun Dec 06 15:22:25 +0000 2020	[]	0	0	https://twitter.com/FudgeeMallows/status/1335605521471029253
	Social distancing	trufflepasta__	Sun Dec 06 15:07:41 +0000 2020	[]	0	0	https://twitter.com/trufflepasta__/status/1335601812758355969
	
Trump lies about covid
	@buuuslon Covid na	bedriane	Sun Dec 06 14:14:49 +0000 2020	[]	0	0	https://twitter.com/bedriane/status/1335588509013299200
	@babiesani Covid nas	Airinsrgi	Sun Dec 06 12:56:11 +0000 2020	[]	0	0	https://twitter.com/Airinsrgi/status/1335568719787913218
	Covid Ain't Gon Go Anywhere 😣	lexthagr8_	Sun Dec 06 15:04:00 +0000 2020	[]	0	0	https://twitter.com/lexthagr8_/status/1335600886639456256
	I ain’t got no COVID! :)	Gardeningisfun7	Sun Dec 06 15:26:53 +0000 2020	[]	0	0	https://twitter.com/Gardeningisfun7/status/1335606648094797825
	i got covid	youngjaeppl	Sun Dec 06 12:08:07 +0000 2020	[]	0	0	https://twitter.com/youngjaeppl/status/1335556623289511938
	@MarhHee @_maymunatou COVID-19 na cause am	PikinBuhari	Sun Dec 06 14:43:43 +0000 2020	[]	0	0	https://twitter.com/PikinBuhari/status/1335595781793992706
	alis ka na, covid, please.	caliniazi	Sun Dec 06 15:10:44 +0000 2020	[]	0	0	https://twitter.com/caliniazi/status/1335602582589304832
	Na Covid make me sell Zaha. 😭😭	ManLikeKenny_	Sun Dec 06 13:30:58 +0000 2020	[]	0	0	https://twitter.com/ManLikeKenny_/status/1335577474558791687
	@Sir_Fin COVID na bastard. https://t.co/8ecGibgUgl	esnesy	Sun Dec 06 13:00:37 +0000 2020	[]	0	0	https://twitter.com/esnesy/status/1335569837247127556
	"Can be only if covid didn't exist. 😭

GOT7 ON FIRE 
#GOT7_at_MAMA2020
#GOT7 #갓세븐 @GOT7Official"	_vanillaura	Sun Dec 06 15:08:48 +0000 2020	['GOT7_at_MAMA2020', 'GOT7', '갓세븐']	0	0	https://twitter.com/_vanillaura/status/1335602094527500289
	y’all really gon get a covid vaccine 🥴	channnnyyyyyy	Sun Dec 06 14:36:08 +0000 2020	[]	0	0	https://twitter.com/channnnyyyyyy/status/1335593873679282179
	Dami na may covid holy shit	SinigangGian	Sun Dec 06 15:08:58 +0000 2020	[]	0	0	https://twitter.com/SinigangGian/status/1335602135489159170
	Please Covid be gone na. I'm so excited na to attend 2021 weddings. 💛💛 So happy for my friends getting married on 2021.	beverlieecrwn	Sun Dec 06 13:02:04 +0000 2020	[]	0	0	https://twitter.com/beverlieecrwn/status/1335570201438429184
	Oh damn pacheck up ka na may Covid ka na bro. You seem to be tasteless☺️	imalilteacup_	Sun Dec 06 12:07:03 +0000 2020	[]	0	0	https://twitter.com/imalilteacup_/status/1335556354807746566
	"@ch1218114 Na covid special
AC coach"	Abhishek960215	Sun Dec 06 13:46:22 +0000 2020	[]	0	0	https://twitter.com/Abhishek960215/status/1335581351907446784
	Ka Mme I think Ke na le COVID 😭	reba_chucker	Sun Dec 06 13:09:24 +0000 2020	[]	0	0	https://twitter.com/reba_chucker/status/1335572045661343744
	man got covid 😔 https://t.co/171cjKYhFj	Mr1nc3p10n	Sun Dec 06 15:20:16 +0000 2020	[]	0	0	https://twitter.com/Mr1nc3p10n/status/1335604980615680002
	Got the cure for COVID	MercurialMiss	Sun Dec 06 14:05:19 +0000 2020	[]	0	0	https://twitter.com/MercurialMiss/status/1335586118717345794
	@athegreat_8 you got Covid again???	Z1GALA	Sun Dec 06 13:13:10 +0000 2020	[]	0	0	https://twitter.com/Z1GALA/status/1335572994937110528
	Covid got me like	SinInChaos_7	Sun Dec 06 12:10:08 +0000 2020	[]	0	0	https://twitter.com/SinInChaos_7/status/1335557132058587136
	
Coronavirus cases increase every day
	"Now what is this ...? 🧐🥴🤦‍♀️
#coronavirus https://t.co/Zel7PZc3CF"	Naina6225	Sun Dec 06 13:54:24 +0000 2020	['coronavirus']	0	0	https://twitter.com/Naina6225/status/1335583373666955265
	The Coronavirus Is Mutating! https://t.co/J5wUK0xTth	tonylarosa9	Sun Dec 06 14:06:06 +0000 2020	[]	0	0	https://twitter.com/tonylarosa9/status/1335586315115618310
	The day of the Coronavirus.	mistahdash	Sun Dec 06 12:15:02 +0000 2020	[]	0	0	https://twitter.com/mistahdash/status/1335558364705804290
	😱CASES!! CASES!! CASES!!	LingonFarms	Sun Dec 06 14:17:23 +0000 2020	[]	0	0	https://twitter.com/LingonFarms/status/1335589157603782658
	Me, every day:	heatherly_may	Sun Dec 06 13:40:02 +0000 2020	[]	0	0	https://twitter.com/heatherly_may/status/1335579755010170882
	I do that every day	WaterDean	Sun Dec 06 12:40:51 +0000 2020	[]	0	0	https://twitter.com/WaterDean/status/1335564864694202372
	Because of 631 cases in a day	Squirrelspearls	Sun Dec 06 14:03:49 +0000 2020	[]	0	0	https://twitter.com/Squirrelspearls/status/1335585740483252227
	200,000 cases a day...	professorsan	Sun Dec 06 13:47:24 +0000 2020	[]	0	0	https://twitter.com/professorsan/status/1335581611627311110
	This all day	cindymac12	Sun Dec 06 14:39:58 +0000 2020	[]	0	0	https://twitter.com/cindymac12/status/1335594838901841921
	A 9/11 a day.	greendoondoon	Sun Dec 06 12:36:44 +0000 2020	[]	0	0	https://twitter.com/greendoondoon/status/1335563825995780101
	Beautiful#coronavirus	Sharmis32763680	Sun Dec 06 13:21:25 +0000 2020	[]	0	0	https://twitter.com/Sharmis32763680/status/1335575071365033987
	CORONAVIRUS NUMBERS https://t.co/ey6m9MpepW	WCMUNews	Sun Dec 06 14:17:02 +0000 2020	[]	0	0	https://twitter.com/WCMUNews/status/1335589066557935616
	"😱CASES! CASES! CASES!

 https://t.co/zriSKcGfFF 
(Via https://t.co/y9dDqdx4NM)"	LingonFarms	Sun Dec 06 14:09:50 +0000 2020	[]	0	0	https://twitter.com/LingonFarms/status/1335587257236025345
	More &amp; more cases every day	jb4demusa	Sun Dec 06 14:59:57 +0000 2020	[]	0	0	https://twitter.com/jb4demusa/status/1335599868425850887
	Coronavirus: By the Numbers #Covid19 #coronavirus  https://t.co/k9g63P9ZwL	dierdrelewis	Sun Dec 06 13:55:46 +0000 2020	['Covid19', 'coronavirus']	0	0	https://twitter.com/dierdrelewis/status/1335583714869465089
	California went from 16,600 cases on 12/1 to 25,000 cases on 12/5. https://t.co/j7wYzCoTp2	DrRupaMarya	Sun Dec 06 13:05:00 +0000 2020	[]	0	0	https://twitter.com/DrRupaMarya/status/1335570941804351491
	Italy Coronavirus Cases https://t.co/HqS2oD0zDw	jonadams325	Sun Dec 06 13:02:02 +0000 2020	[]	0	0	https://twitter.com/jonadams325/status/1335570192340983810
	Coronavirus liked this	mcshady123	Sun Dec 06 15:15:10 +0000 2020	[]	0	0	https://twitter.com/mcshady123/status/1335603698551099392
	Coronavirus be like https://t.co/QFgkBVaVY5	Devilinthehole	Sun Dec 06 13:00:05 +0000 2020	[]	0	0	https://twitter.com/Devilinthehole/status/1335569703792762880
	Every single day.	bim_pure	Sun Dec 06 13:38:45 +0000 2020	[]	0	0	https://twitter.com/bim_pure/status/1335579432426336258
	
